_id,pin,address,billing_city,current_delq,prior_years,state_description,neighborhood,council_district,ward,public_works_division,pli_division,police_zone,fire_zone,longitude,latitude
148693,0020R00011000000,730 BUCYRUS ST,"PITTSBURGH, PA",657.58,5,Residential,Elliott,2,20,5,20,6,1-17,-80.04071413402198,40.445184649592214
148694,0019G00018000000,41 JONES WAY,"MONACA, PA",360.24,5,Residential,Elliott,2,20,5,20,6,1-17,-80.04058835430602,40.43829750380444
148695,0020P00188000000,LORENZ AVE,"PITTSBURGH, PA",630.9,5,Commercial,Elliott,2,20,5,20,6,1-17,-80.04171417927535,40.44350147188235
148696,0124J00155000000,8 SHETLAND ST,"PITTSBURGH, PA",320.74,5,Residential,Larimer,9,12,2,12,5,3-12,-79.91293969221653,40.46679828847781
148697,0124P00120000000,WINFIELD ST,"PITTSBURGH, PA",5.73,5,Residential,Larimer,9,12,2,12,5,3-12,-79.91018358405093,40.463888388409174
148698,0125B00270000000,LINCOLN AVE,"LAKEWOOD, NJ",97.22,5,Residential,Larimer,9,12,2,12,5,3-12,-79.90909167407032,40.46101474515875
148699,0124P00271000000,6506 SHETLAND ST,"PITTSBURGH, PA",182.97,5,Residential,Larimer,9,12,2,12,5,3-12,-79.90907087706002,40.46312827415957
148700,0124F00181000000,WHITTIER ST,"PITTSBURGH, PA",7.62,5,Residential,Larimer,9,12,2,12,5,3-12,-79.91084015648573,40.46778976150405
148701,0125C00045000000,LADSON ST,"PITTSBURGH, PA",5.73,5,Residential,Larimer,9,12,2,12,5,3-12,-79.9069471014941,40.46240331971603
148702,0124N00356000A00,STOEBNER WAY,"PITTSBURGH, PA",5.73,5,Residential,Larimer,9,12,2,12,5,3-12,-79.91291631284886,40.46474921663668
148703,0083S00300000000,AUBURN ST,"CARNEGIE, PA",11.44,5,Residential,Larimer,9,12,2,12,5,3-10,-79.91624523810637,40.46307395378591
148704,0071G00133000000,3681 MIDDLETOWN RD,"PITTSBURGH, PA",800.52,5,Residential,Windgap,2,28,5,28,6,1-16,-80.07347751200781,40.459793788563985
148705,0071E00007000000,3762 WINDGAP AVE,"MC KEES ROCKS, PA",1309.43,5,Residential,Windgap,2,28,5,28,6,1-16,-80.07913303181796,40.45773542391441
148706,0070C00032000000,3432 CLEARFIELD ST,"PITTSBURGH, PA",525.92,5,Residential,Windgap,2,28,5,28,6,1-16,-80.07208626746267,40.452543061533454
148707,0070G00306000000,3351 KATHY DR,"PITTSBURGH, PA",2126.37,5,Residential,Windgap,2,28,5,28,6,1-16,-80.0725696479069,40.44995483737661
148708,0023D00115000000,8 CARRIE ST,"PITTSBURGH, PA",168.28,5,Residential,Fineview,1,25,1,25,1,1-10,-80.00225491109045,40.46113732836491
148709,0046K00186000000,250 LAFAYETTE AVE,"PITTSBURGH, PA",252.13,5,Residential,Fineview,6,26,1,26,1,1-10,-80.00817434475721,40.46524952707661
148710,0046S00348000000,74 EDENVALE ST,"PITTSBURGH, PA",325.5,5,Residential,Fineview,1,25,1,25,1,1-10,-80.0029104805853,40.46248398283452
148711,0050E00096000000,4728 KINCAID ST,"PITTSBURGH, PA",1498.12,5,Residential,Garfield,9,10,2,10,5,3-4,-79.94695284248425,40.46861235410028
148712,0050B00300000100,4826 MOSSFIELD CT,"PITTSBURGH, PA",968.25,5,Residential,Garfield,9,10,2,10,5,3-4,-79.94479769798679,40.47057423402496
148713,0083E00018000000,5437 COLUMBO ST,"PITTSBURGH, PA",593.31,5,Residential,Garfield,9,11,2,11,5,3-4,-79.93222754899442,40.468653022615776
148714,0050H00085000000,444 N GRAHAM ST,"PITTSBURGH, PA",892,5,Residential,Garfield,9,11,2,11,5,3-4,-79.93286445678473,40.46842708677684
148715,0050G00228000000,5167 HILLCREST ST,"PITTSBURGH, PA",234.96,5,Residential,Garfield,9,10,2,10,5,3-4,-79.93958613632306,40.46860747712986
148716,0050F00217000000,5104 HILLCREST ST,"PITTSBURGH, PA",1782.12,5,Residential,Garfield,9,10,2,10,5,3-4,-79.94174387427614,40.46847783075185
148717,0081R00131000000,MORA WAY,"PITTSBURGH, PA",689.97,5,Residential,Garfield,9,10,2,10,5,3-4,-79.93894467936192,40.472774684077535
148718,0050J00032000000,212 N MATHILDA ST,"PITTSBURGH, PA",358.86,5,Residential,Garfield,9,10,2,10,5,3-4,-79.94595526201186,40.46667705214131
148719,0050G00274000000,5200 COLUMBO ST,"PITTSBURGH, PA",831.55,5,Residential,Garfield,9,10,2,10,5,3-4,-79.93900274795604,40.46887558199951
148720,0083N00340G10300,5491 PENN AVE UNIT G103,"PITTSBURGH, PA",787.19,5,Commercial,Garfield,9,11,2,11,5,3-23,-79.93250495941534,40.46441500730597
148721,0050H00043000000,337 N AIKEN AVE,"PITTSBURGH, PA",300.26,5,Residential,Garfield,9,10,2,10,5,3-4,-79.93495574613189,40.46759236550707
148722,0050K00321000000,4921 PENN AVE,"PITTSBURGH, PA",3287.86,5,Commercial,Garfield,9,10,2,10,5,3-6,-79.94437620266622,40.46541093339267
148723,0083E00017000000,5435 COLUMBO ST,"PITTSBURGH, PA",1286.56,5,Residential,Garfield,9,11,2,11,5,3-4,-79.93231237762875,40.46865907219426
148724,0050M00163000000,214 N AIKEN AVE,"PITTSBURGH, PA",410.96,5,Residential,Garfield,9,11,2,11,5,3-4,-79.93539444251645,40.465931607186924
148725,0050L00296000000,114 N PACIFIC AVE,"PITTSBURGH, PA",939.67,5,Residential,Garfield,9,10,2,10,5,3-4,-79.93974446225323,40.465102942966375
148726,0083N00340G10500,5491 PENN AVE UNIT G105,"PITTSBURGH, PA",787.19,5,Commercial,Garfield,9,11,2,11,5,3-4,-79.93245189870069,40.46451744911538
148727,0050M00193000000,N AIKEN AVE,"PITTSBURGH, PA",17.16,5,Residential,Garfield,9,11,2,11,5,3-4,-79.93468395197135,40.46711654480149
148728,0042S00021000000,BERGMAN ST,"PITTSBURGH, PA",30.5,5,Residential,Sheraden,2,20,5,20,6,1-16,-80.05269668626696,40.453966886113555
148729,0042N00333000000,1310 JEFFERS ST,"PITTSBURGH, PA",1261.77,5,Residential,Sheraden,2,20,5,20,6,1-16,-80.06557142073864,40.45351483826817
148730,0042M00014000000,535 SHERWOOD AVE,"PITTSBURGH, PA",1189.35,5,Residential,Sheraden,2,20,5,20,6,1-16,-80.0532086150897,40.45537142495189
148731,0042L00283000000,3025 ASHLYN ST,"PITTSBURGH, PA",1151.23,5,Commercial,Sheraden,2,20,5,20,6,1-16,-80.0565172977727,40.455636699116845
148732,0070D00089000000,3270 FARONIA ST,"PITTSBURGH, PA",285.92,5,Residential,Sheraden,2,20,5,20,6,1-16,-80.06872460161424,40.45236739440923
148733,0042S00117000000,2754 BERGMAN ST,"PITTSBURGH, PA",200.14,5,Residential,Sheraden,2,20,5,20,6,1-16,-80.05162839109238,40.45348669695377
148734,0021N00171000000,2737 STAFFORD ST,"PITTSBURGH, PA",703.33,5,Residential,Sheraden,2,20,5,20,6,1-16,-80.04924000421799,40.4550639892716
148735,0042N00038000000,1249 TWEED ST,"PITTSBURGH, PA",595.21,5,Residential,Sheraden,2,20,5,20,6,1-16,-80.0655458815926,40.45446220933303
148736,0042J00148000000,3333 ALLENDALE ST,"PITTSBURGH, PA",0,5,Commercial,Sheraden,2,20,5,20,6,1-16,-80.06323786071009,40.45712673160242
148737,0042E00082000000,1006 MOYER ST,"PITTSBURGH, PA",335.99,5,Residential,Sheraden,2,20,5,20,6,1-16,-80.06449218799203,40.45819527359734
148738,0042R00041000000,631 SHERWOOD AVE,"PITTSBURGH, PA",1288.48,5,Residential,Sheraden,2,20,5,20,6,1-16,-80.05477115949567,40.45488449595501
148739,0042L00269000000,3133 ASHLYN ST,"PITTSBURGH, PA",0,5,Residential,Sheraden,2,20,5,20,6,1-16,-80.05738227890335,40.456576426149205
148740,0042M00249000000,2957 STAFFORD ST,"PITTSBURGH, PA",653.77,5,Residential,Sheraden,2,20,5,20,6,1-16,-80.05123644174553,40.45720882247122
148741,0042L00164000000,3126 LANDIS ST,"MURRAY, UT",1208.4,5,Residential,Sheraden,2,20,5,20,6,1-16,-80.05618865552968,40.45716543935385
148742,0071S00223000000,3234 FADETTE ST,"PITTSBURGH, PA",0,5,Residential,Sheraden,2,20,5,20,6,1-16,-80.06704398912007,40.452650165388874
148743,0042H00269000000,3011 BRUNOT AVE,"HOMESTEAD, PA",512.73,5,Residential,Sheraden,2,20,5,20,6,1-16,-80.0501886859446,40.458421115055614
148744,0041A00324000000,1229 ADON ST,"PITTSBURGH, PA",722.38,5,Residential,Sheraden,2,20,5,20,6,1-16,-80.06239518941665,40.45246646279893
148745,0042J00300000000,1114 FAULKNER ST,"PITTSBURGH, PA",0,5,Residential,Sheraden,2,20,5,20,6,1-16,-80.06340137733578,40.455258357547834
148746,0042G00263000000,3311 GLEN MAWR ST,"PITTSBURGH, PA",922.5,5,Residential,Sheraden,2,20,5,20,6,1-16,-80.05592494737026,40.4594256089037
148747,0006A00105000000,150 VIOLET WAY,"PITTSBURGH, PA",430.76,5,Residential,West End,2,20,5,20,6,1-17,-80.03267657025464,40.44207598850486
148748,0019D00161000000,SANCTUS ST,"PITTSBURGH, PA",128.72,5,Residential,West End,2,20,5,20,6,1-17,-80.03303146678698,40.44217308273295
148749,0019N00109000000,231 SHADYHILL RD,"PITTSBURGH, PA",0,5,Residential,Westwood,2,28,5,28,6,1-18,-80.04754204589733,40.433859625481524
148750,0040L00078000000,119 CLEARVIEW AVE,"CRAFTON, PA",2175.27,5,Residential,Westwood,2,28,5,28,6,1-18,-80.0558554354198,40.43734381980453
148751,0014F00364000000,852 FREELAND ST,"PITTSBURGH, PA",434.59,5,Residential,Allentown,3,18,4,18,3,4-6,-79.99159219417734,40.418980521697414
148752,0014G00145000000,1419 ARLINGTON AVE,"PITTSBURGH, PA",37.89,5,Residential,Allentown,3,18,4,18,3,4-6,-79.9897367723816,40.419744652704075
148753,0014A00341000000,620 E WARRINGTON AVE,"PITTSBURGH, PA",162.99,5,Residential,Allentown,3,18,4,18,3,4-21,-79.99645470077506,40.421487633261066
148754,0014G00173000000,945 CLIMAX ST,"ELLWOOD CITY, PA",697.62,5,Residential,Allentown,3,18,4,18,3,4-6,-79.98829574893317,40.420291228223995
148755,0014K00033000000,LILLIAN ST,"PITTSBURGH, PA",0,5,Residential,Allentown,3,18,4,18,3,4-6,-79.99247361909741,40.418570511063976
148756,0003K00057000000,652 ARLINGTON AVE,"PITTSBURGH, PA",399,5,Residential,Allentown,2,18,4,18,3,4-5,-79.99281132052847,40.42617529765719
148757,0014F00252000000,859 LOYAL WAY,"PITTSBURGH, PA",0,5,Residential,Allentown,3,18,4,18,3,4-6,-79.99124915880316,40.41973525292553
148758,0014B00183000000,25 EMERALD ST,"PITTSBURGH, PA",627.09,5,Residential,Allentown,3,18,4,18,3,4-5,-79.991964256532,40.423481538660354
148759,0003K00044000000,626 ARLINGTON AVE,"PITTSBURGH, PA",2098.52,5,Residential,Allentown,2,18,4,18,3,4-5,-79.99381668611538,40.42635232443047
148760,0013J00118000000,1936 ARLINGTON AVE,"PITTSBURGH, PA",394.55,5,Residential,Arlington,3,16,4,16,3,4-22,-79.97918714485421,40.41767964680492
148761,0030N00135000000,328 FELMETH ST,"PITTSBURGH, PA",617.56,5,Residential,Arlington,3,16,4,16,3,4-8,-79.96395390975972,40.41393856086312
148762,0013K00192000000,2108 ABEL ST,"CHAMPION, PA",512.73,5,Residential,Arlington,3,16,4,16,3,4-8,-79.97725756446235,40.41636275717441
148763,0013S00158000000,324 DENGLER ST,"PITTSBURGH, PA",405.98,5,Residential,Arlington,3,16,4,16,3,4-8,-79.96789470489507,40.41387795332388
148764,0030N00143000000,316 FELMETH ST,"PITTSBURGH, PA",1109.29,5,Residential,Arlington,3,16,4,16,3,4-8,-79.96401543735541,40.41437646401412
148765,0013S00172000000,220 DENGLER ST,"PITTSBURGH, PA",577.52,5,Residential,Arlington,3,16,4,16,3,4-8,-79.96791571217351,40.41480282391905
148766,0013L00226000000,2402 ARLINGTON AVE,"PITTSBURGH, PA",0,5,Residential,Arlington,3,16,4,16,3,4-8,-79.97274760025255,40.41720042185076
148767,0013J00112000000,1924 ARLINGTON AVE,"PITTSBURGH, PA",423.13,5,Commercial,Arlington,3,16,4,16,3,4-8,-79.97963278476826,40.41749181118868
148768,0013L00282000000,2410 CHARCOT ST,"PITTSBURGH, PA",171.8,5,Residential,Arlington,3,16,4,16,3,4-8,-79.97251170503328,40.41671754288712
148769,0013S00093000000,207 DENGLER ST,"PITTSBURGH, PA",300.67,5,Residential,Arlington,3,16,4,16,3,4-8,-79.96741184024937,40.41524650495827
148770,0013K00220000000,2115 SPRING ST,"PITTSBURGH, PA",140.08,5,Residential,Arlington,3,16,4,16,3,4-8,-79.9768501988401,40.416706385332226
148771,0013R00262000000,2423 SPRING ST,"PITTSBURGH, PA",155.94,5,Residential,Arlington,3,16,4,16,3,4-8,-79.9721869571656,40.416244809919476
148772,0035G00305000000,730 HAMPSHIRE AVE,"PITTSBURGH, PA",1144.24,5,Residential,Beechview,4,19,5,19,6,4-28,-80.02164649624989,40.41094603147919
148773,0016P00123000000,1340 RUTHERFORD AVE,"PITTSBURGH, PA",1088.34,5,Residential,Beechview,4,19,5,19,6,4-28,-80.02701850300161,40.41447259049545
148774,0035D00095000000,1310 ORANGEWOOD AVE,"PITTSBURGH, PA",1078.8,5,Residential,Beechview,4,19,5,19,6,4-28,-80.01871499876934,40.413829327261624
148775,0035B00063000000,1512 BELASCO AVE,"PITTSBURGH, PA",581.34,5,Residential,Beechview,4,19,5,19,6,4-28,-80.02778308114202,40.41173135258233
148776,0016L00073000000,FALLOWFIELD AVE,"BETHEL PARK, PA",304.96,5,Residential,Beechview,4,19,5,19,6,4-28,-80.02378985719531,40.416395788344374
148777,0035F00242000000,1633 METHYL ST,"PITTSBURGH, PA",480.84,5,Residential,Beechview,4,19,5,19,6,4-28,-80.02531821562974,40.409434858187005
148778,0062A00161000000,2311 FREMONT PL,"PITTSBURGH, PA",1530.53,5,Residential,Beechview,4,19,5,19,6,4-28,-80.03062497082898,40.40228333156767
148779,0035C00237000000,1321 ALTON ST,"PITTSBURGH, PA",0,5,Residential,Beechview,4,19,5,19,6,4-28,-80.02085653255764,40.41340143736592
148780,0035F00274000000,1542 BEECHVIEW AVE,"PITTSBURGH, PA",571.82,5,Commercial,Beechview,4,19,5,19,6,4-28,-80.02504871172829,40.41108685575754
148781,0062D00220000000,1920 PLAINVIEW AVE,"PITTSBURGH, PA",1505.76,5,Residential,Brookline,4,19,4,19,6,4-26,-80.0166228566632,40.40388235691584
148782,0097F00041000000,2845 ARDSLEY AVE,"PITTSBURGH, PA",1101.66,5,Residential,Brookline,4,19,4,19,6,4-26,-80.02477914985211,40.3907420707674
148783,0035S00267000000,1904 WOODWARD AVE,"SAN DIEGO, CA",1170.28,5,Residential,Brookline,4,19,4,19,6,4-26,-80.01753218920747,40.404584953832
148784,0061N00015000000,817 EATHAN AVE,"WASHINGTON, PA",1456.19,5,Residential,Brookline,4,19,4,19,6,4-26,-80.01582227372849,40.39675185984766
148785,0061M00208000000,43 PETUNIA ST,"PITTSBURGH, PA",1174.62,5,Residential,Brookline,4,32,4,32,6,4-25,-80.00318536402504,40.399088168337144
148786,0096E00285000000,1202 CHELTON AVE,"PITTSBURGH, PA",0,5,Residential,Brookline,4,19,4,19,6,4-26,-80.01474231240164,40.38956231813602
148787,0062H00098000000,335 FERNHILL AVE,"PITTSBURGH, PA",1858.36,5,Residential,Brookline,4,19,4,19,6,4-26,-80.01686263016177,40.401241931954885
148788,0097S00005000000,1001 NORABELL AVE,"PITTSBURGH, PA",668.85,5,Residential,Brookline,4,19,4,19,6,4-26,-80.01669057902238,40.38681679886607
148789,0097F00042000000,ARDSLEY AVE,"PITTSBURGH, PA",24.79,5,Residential,Brookline,4,19,4,19,6,4-26,-80.02470118736429,40.39080061284617
148790,0096J00196000000,1511 BERKSHIRE AVE,"PITTSBURGH, PA",797.24,5,Residential,Brookline,4,19,4,19,6,4-25,-80.0126947539762,40.38756614845458
148791,0097F00057000000,2856 ARDSLEY AVE,"PITTSBURGH, PA",1010.71,5,Residential,Brookline,4,19,4,19,6,4-26,-80.02548898110106,40.390801227362275
148792,0070J00277000000,2049 MAZETTE PL,"PITTSBURGH, PA",129.21,5,Residential,Fairywood,2,28,5,28,6,1-16,-80.08267488523808,40.44646336618185
148793,0070J00038000000,410 FAIRYWOOD ST,"PITTSBURGH, PA",177.96,5,Residential,Fairywood,2,28,5,28,6,1-16,-80.07981220639306,40.44758231593513
148794,0056D00069000000,CLARION ST,"MONROEVILLE, PA",15.25,5,Residential,Hazelwood,5,15,3,15,4,2-13,-79.93340655024693,40.413747059187905
148795,0057B00081000000,2ND AVE,"PITTSBURGH, PA",5.73,5,Residential,Hazelwood,5,15,3,15,4,2-13,-79.94149109188604,40.40284847105888
148796,0056N00020000000,LYTLE ST,"PITTSBURGH, PA",9.54,5,Residential,Hazelwood,5,15,3,15,4,2-13,-79.94538842644664,40.40557557071578
148797,0057B00070000000,2ND AVE,"PITTSBURGH, PA",53.37,5,Residential,Hazelwood,5,15,3,15,4,2-13,-79.94192762169112,40.4033741264446
148798,0056R00266000000,326 JOHNSTON AVE,"PITTSBURGH, PA",165.37,5,Residential,Hazelwood,5,15,3,15,4,2-13,-79.93852317845763,40.405677887188396
148799,0057B00008000000,GERTRUDE ST,"PITTSBURGH, PA",53.37,5,Residential,Hazelwood,5,15,3,15,4,2-13,-79.94152564358401,40.40402638230847
148800,0056S00017000000,511 JOHNSTON AVE,"PITTSBURGH, PA",901.55,5,Residential,Hazelwood,5,15,3,15,4,2-13,-79.9366981414044,40.40551344186422
148801,0056C00039000000,354 FLOWERS AVE,"CONVERSE, TX",426.96,5,Residential,Hazelwood,5,15,3,15,4,2-13,-79.93892751705647,40.41149430635674
148802,0055P00169000000,4616 SYLVAN AVE,"IRVING, TX",33.49,5,Residential,Hazelwood,5,15,3,15,4,2-13,-79.94369423254646,40.41481429506073
148803,0055L00114000000,520 EMAHLEA ST,"PITTSBURGH, PA",1157.49,5,Residential,Hazelwood,5,15,3,15,4,2-12,-79.93931142302917,40.41691750853156
148804,0057G00239000000,5633 2ND AVE,"PITTSBURGH, PA",1046.41,5,Residential,Hazelwood,5,15,3,15,4,2-13,-79.93827983054031,40.40066476055522
148805,0056N00201000000,5114 LADORA WAY,"HOMESTEAD, PA",196.33,5,Residential,Hazelwood,5,15,3,15,4,2-13,-79.94714122107919,40.405969729537446
148806,0056N00126000000,401 W ELIZABETH ST,"PITTSBURGH, PA",268.76,5,Residential,Hazelwood,5,15,3,15,4,2-13,-79.94660713557094,40.40633254089321
148807,0056P00048000000,LYTLE ST,"PITTSBURGH, PA",47.66,5,Residential,Hazelwood,5,15,3,15,4,2-13,-79.94466926900024,40.40493659141003
148808,0057G00314000000,228 RENOVA ST,"PITTSBURGH, PA",62.91,5,Residential,Hazelwood,5,15,3,15,4,2-13,-79.93753798058799,40.401569565722006
148809,0055F00059000000,GLADSTONE ST,"PITTSBURGH, PA",428.86,5,Residential,Hazelwood,5,15,3,15,4,2-12,-79.94380080821345,40.418683163120754
148810,0056C00040000000,FLOWERS AVE,"CONVERSE, TX",55.28,5,Residential,Hazelwood,5,15,3,15,4,2-13,-79.93887378400055,40.41152439787317
148811,0014K00219000000,228 JUCUNDA ST,"PITTSBURGH, PA",0,5,Residential,Knoxville,3,30,4,30,3,4-6,-79.9924773493804,40.417064388819064
148812,0014P00264000000,224 BAUSMAN ST,"PITTSBURGH, PA",548.95,5,Residential,Knoxville,3,30,4,30,3,4-7,-79.99171551042083,40.41412099252333
148813,0014J00066000000,428 ORCHARD PL,"PITTSBURGH, PA",438.91,5,Residential,Knoxville,3,30,4,30,3,4-21,-79.99652347710905,40.41769688733371
148814,0033E00211000000,430 SUNCREST ST,"PITTSBURGH, PA",364.57,5,Residential,Knoxville,3,30,4,30,3,4-7,-79.99636797022671,40.41119046657796
148815,0014K00176000000,323 JUCUNDA ST,"PITTSBURGH, PA",50.22,5,Residential,Knoxville,3,30,4,30,3,4-21,-79.99428936329437,40.41742857340438
148816,0014L00178000000,125 CHARLES ST,"PITTSBURGH, PA",750.97,5,Residential,Knoxville,3,30,4,30,3,4-6,-79.9894076235923,40.41682114639481
148817,0014K00201000000,318 JUCUNDA ST,"MONROEVILLE, PA",1038.78,5,Residential,Knoxville,3,30,4,30,3,4-21,-79.99398791696244,40.41702382836234
148818,0033E00217000000,418 SUNCREST ST,"PITTSBURGH, PA",396.98,5,Residential,Knoxville,3,30,4,30,3,4-7,-79.99582671925204,40.411201137152325
148819,0014L00060000000,201 ORCHARD PL,"PITTSBURGH, PA",3352.66,5,Commercial,Knoxville,3,30,4,30,3,4-6,-79.99097871986662,40.41827231632686
148820,0033B00307000000,225 MOORE AVE,"PITTSBURGH, PA",287.82,5,Residential,Knoxville,3,30,4,30,3,4-7,-79.99191388823425,40.41172334289351
148821,0014L00040000000,109 ORCHARD PL,"PITTSBURGH, PA",863.43,5,Residential,Knoxville,3,30,4,30,3,4-6,-79.9887633324962,40.41833011928461
148822,0014J00063000000,434 ORCHARD PL,"PITTSBURGH, PA",118.94,5,Residential,Knoxville,3,30,4,30,3,4-21,-79.99681554745213,40.41768862524954
148823,0033B00276000000,219 MARLAND ST,"PITTSBURGH, PA",989.23,5,Residential,Knoxville,3,30,4,30,3,4-7,-79.99143178195489,40.4121895382425
148824,0033F00312000000,221 MCKINLEY ST,"PITTSBURGH, PA",0,5,Residential,Knoxville,3,30,4,30,3,4-7,-79.99264526968174,40.40922372576057
148825,0014R00069000000,124 ZARA ST,"PITTSBURGH, PA",280.72,5,Residential,Knoxville,3,30,4,30,3,4-6,-79.98931411769834,40.41567341078904
148826,0033A00244000000,429 PARKLOW ST,"JAMAICA, ",728.11,5,Residential,Knoxville,3,30,4,30,3,4-7,-79.99639517209361,40.41322256483374
148827,0014P00125000000,305 ROCHELLE ST,"LINESVILLE, PA",693.8,5,Residential,Knoxville,3,30,4,30,3,4-21,-79.99333515201897,40.41522937844199
148828,0033E00230000000,418 DAYTONA ST,"PITTSBURGH, PA",257.32,5,Residential,Knoxville,3,30,4,30,3,4-7,-79.99571407147481,40.410767229915976
148829,0096S00203000000,2307 GROVELAND ST,"PITTSBURGH, PA",0,5,Residential,Overbrook,4,32,4,32,3,4-25,-80.00134848010347,40.38589928594825
148830,0096R00107000000,2220 BERNARD ST,"PITTSBURGH, PA",3362.72,5,Residential,Overbrook,4,32,4,32,3,4-25,-80.00505130367921,40.38564205062164
148831,0139M00202000000,HOMEHURST AVE,"PITTSBURGH, PA",0,5,Residential,Overbrook,4,32,4,32,3,4-25,-80.00072472860197,40.378720157946155
148832,0095N00207000000,2282 JACOB ST,"PITTSBURGH, PA",984.03,5,Residential,Overbrook,4,32,4,32,3,4-25,-79.99810731557,40.3863714042305
148833,0095A00168000500,SAW MILL RUN BLVD,"BETHEL PARK, PA",7.62,5,Residential,Overbrook,4,32,4,32,3,4-25,-79.99705942534136,40.39430774915838
148834,0096M00228000000,110 AARON AVE,"PITTSBURGH, PA",640.95,5,Residential,Overbrook,4,32,4,32,3,4-25,-79.99960893187824,40.388612882630085
148835,0084L00164000000,6337 WALNUT ST,"PITTSBURGH, PA",5060.95,5,Residential,Shadyside,8,7,2,7,4,3-13,-79.92050704256553,40.45601693207576
148836,0052D00275000000,629 COPELAND ST,"PITTSBURGH, PA",4426.08,5,Residential,Shadyside,8,7,2,7,4,3-22,-79.93522666840323,40.45228036164341
148837,0024G00246000000,1322 GOETTMAN ST,"PITTSBURGH, PA",1212.22,5,Residential,Troy Hill,1,24,1,24,1,1-2,-79.98732321281899,40.45900499494262
148838,0024G00188000000,1123 GOETTMAN ST,"GIBSONIA, PA",1477.16,5,Residential,Troy Hill,1,24,1,24,1,1-2,-79.99099803603363,40.45802150988285
148839,0024G00249000000,1328 GOETTMAN ST,"PITTSBURGH, PA",228.72,5,Residential,Troy Hill,1,24,1,24,1,1-2,-79.9871487676451,40.45913046319708
148840,0024C00336000000,1346 HERMAN ST,"CASSELBERRY, FL",15.86,5,Residential,Troy Hill,1,24,1,24,1,1-2,-79.98734843322478,40.460447218337556
148841,0048J00280000000,1509 FLECK ST,"PITTSBURGH, PA",859.62,5,Residential,Troy Hill,1,24,1,24,1,1-2,-79.98050054872647,40.4656306091652
148842,8000T00031000000,110 ROSEBERRY LN,"PITTSBURGH, PA",0,5,Residential,Banksville,2,20,5,20,6,4-9,-80.03490937472691,40.41221471637789
148843,0036M00052000000,YOUNGER AVE,"PITTSBURGH, PA",0,5,Residential,Banksville,2,20,5,20,6,4-9,-80.03628926257699,40.40743091408486
148844,0036M00054000000,3 YOUNGER AVE,"PITTSBURGH, PA",0,5,Residential,Banksville,2,20,5,20,6,4-9,-80.03618550123024,40.4075079997222
148845,0049M00244000000,4569 CARROLL ST,"PITTSBURGH, PA",167.39,5,Residential,Bloomfield,7,9,2,9,5,3-6,-79.9499019795756,40.46542886631213
